instrument_A,register_A,instrument_B,register_B,F1_A_hz,F1_B_hz,delta_F1_hz,Fp_A_hz,Fp_B_hz,delta_Fp_hz,Homogeneity_H,zone
Clarinet_Bb,gorge,Viola,grave,355,366,11,1391,1305,86,0.903,/o/
Bass_Tuba+sordina,médium,Trombone,grave,473,484,11,1077,1007,70,0.903,/å/
Contrabass+sordina,grave,Violoncello+sordina_piombo,grave,161,150,11,1149,1019,130,0.901,/u/
Contrabass+sordina,médium,Violoncello+sordina_piombo,grave,161,150,11,1205,1019,186,0.901,/u/
Contrabass+sordina,aigu,Violoncello+sordina_piombo,médium,172,161,11,1256,1087,169,0.901,/u/
Sax_Alto,grave,Violin_Ensemble,médium,355,344,11,1250,1225,25,0.900,/o/
Trombone+sordina_harmon,aigu,Viola,aigu,409,398,11,1105,1231,126,0.900,/å/
Bass_Tuba,grave,Violoncello_Ensemble+sordina,médium,215,204,11,978,1180,202,0.899,/u/
Bass_Tuba,grave,Violoncello_Ensemble+sordina,aigu,215,226,11,978,1244,266,0.899,/u/
Bass_Tuba,grave,Violoncello_Ensemble+sordina,suraigu,215,204,11,978,1280,302,0.899,/u/
Bass_Tuba,médium,Violoncello_Ensemble+sordina,grave,204,193,11,1001,1211,210,0.899,/u/
Trombone+sordina_wah,aigu,Viola,aigu,409,398,11,1156,1231,75,0.899,/å/
Contrabass_Tuba,grave,Violoncello_Ensemble,médium,215,204,11,935,1211,276,0.898,/u/
Contrabass_Tuba,médium,Violoncello_Ensemble,médium,215,204,11,964,1211,247,0.898,/u/
Flute,grave,Viola+sordina,grave,344,333,11,1377,1141,236,0.898,/o/
Harp,grave,Violoncello,grave,204,193,11,952,1149,197,0.896,/u/
Harp,grave,Violoncello,médium,204,193,11,952,1202,250,0.896,/u/
Bass_Trombone,pédale,Horn,aigu,495,484,11,1070,1014,56,0.896,/å/
Viola_Ensemble,grave,Violin,médium,355,366,11,1304,1111,193,0.896,/o/
Contrabass,suraigu,Violoncello,aigu,247,236,11,1275,1253,22,0.893,/u/
Bass_Tuba,grave,Violoncello_Ensemble,médium,215,204,11,978,1211,233,0.893,/u/
Bass_Tuba,médium,Violoncello_Ensemble,grave,204,193,11,1001,1155,154,0.893,/u/
Clarinet_Bb,gorge,Violin_Ensemble+sordina,grave,355,344,11,1391,1203,188,0.893,/o/
Clarinet_Bb,gorge,Violin_Ensemble+sordina,médium,355,344,11,1391,1140,251,0.893,/o/
Clarinet_Bb,gorge,Violin_Ensemble+sordina,aigu,355,344,11,1391,1022,369,0.893,/o/
Clarinet_Bb,gorge,Violin_Ensemble+sordina,suraigu,355,344,11,1391,1108,283,0.893,/o/
Oboe+sordina,aigu,Trumpet_C+sordina_wah,suraigu,904,915,11,1056,1174,118,0.891,/e/–/i/
Viola+sordina,grave,Violin+sordina,aigu,333,344,11,1141,1091,50,0.891,/o/
Viola+sordina,aigu,Violin+sordina,grave,387,398,11,1050,1234,184,0.891,/o/
Viola+sordina,aigu,Violin+sordina,suraigu,387,376,11,1050,1012,38,0.891,/o/
Bass_Tuba,suraigu,Horn,médium,333,322,11,1042,1006,36,0.890,/o/
Trumpet_C,aigu,Trumpet_C+sordina_straight,aigu,462,473,11,1261,1361,100,0.889,/å/
Contrabass_Ensemble,grave,Violoncello+sordina_piombo,grave,161,150,11,1120,1019,101,0.889,/u/
Contrabass_Ensemble,médium,Violoncello+sordina_piombo,médium,172,161,11,1170,1087,83,0.889,/u/
Contrabass,grave,Violoncello+sordina_piombo,grave,161,150,11,1207,1019,188,0.887,/u/
Contrabass,médium,Violoncello+sordina_piombo,grave,161,150,11,1205,1019,186,0.887,/u/
Contrabass,aigu,Violoncello+sordina_piombo,médium,172,161,11,1252,1087,165,0.887,/u/
Contrabass,suraigu,Violoncello+sordina_piombo,aigu,247,258,11,1275,1170,105,0.887,/o/
Contrabass,suraigu,Violoncello+sordina_piombo,suraigu,247,236,11,1275,1247,28,0.887,/u/
Contrabass,suraigu,Horn,pédale,247,236,11,1275,911,364,0.887,/u/
Contrabass_Flute,médium,Violin_Ensemble,médium,333,344,11,1128,1225,97,0.884,/o/
Bass_Clarinet_Bb,grave,Contrabass+sordina,grave,172,161,11,1257,1149,108,0.884,/u/
Bass_Clarinet_Bb,grave,Contrabass+sordina,médium,172,161,11,1257,1205,52,0.884,/u/
Bass_Clarinet_Bb,médium,Contrabass+sordina,aigu,183,172,11,1270,1256,14,0.884,/u/
Bass_Trombone,médium,Viola+sordina_piombo,suraigu,872,861,11,1123,947,176,0.881,/e/–/i/
Clarinet_Bb,chalumeau,Harp,grave,215,204,11,1315,952,363,0.881,/u/
Contrabass_Flute,médium,Flute,grave,333,344,11,1128,1377,249,0.881,/o/
Piccolo,médium,Trumpet_C+sordina_straight,médium,1431,1442,11,1508,1428,80,0.878,/e/–/i/
Contrabass_Flute,médium,Violin+sordina,aigu,333,344,11,1128,1091,37,0.877,/o/
Bass_Clarinet_Bb,grave,Contrabass_Ensemble,grave,172,161,11,1257,1120,137,0.877,/u/
Bass_Clarinet_Bb,médium,Contrabass_Ensemble,médium,183,172,11,1270,1170,100,0.877,/u/
Contrabass+sordina,grave,Trombone+sordina_harmon,grave,161,150,11,1149,1072,77,0.876,/u/
Contrabass+sordina,médium,Trombone+sordina_harmon,grave,161,150,11,1205,1072,133,0.876,/u/
Contrabass+sordina,aigu,Trombone+sordina_harmon,médium,172,183,11,1256,1075,181,0.876,/u/
Horn+sordina,médium,Viola_Ensemble+sordina,aigu,312,301,11,1161,1244,83,0.875,/o/
Horn+sordina,médium,Viola_Ensemble+sordina,suraigu,312,301,11,1161,1061,100,0.875,/o/
Bass_Tuba,médium,Violoncello,grave,204,193,11,1001,1149,148,0.873,/u/
Bass_Tuba,médium,Violoncello,médium,204,193,11,1001,1202,201,0.873,/u/
Bass_Clarinet_Bb,grave,Contrabass,grave,172,161,11,1257,1207,50,0.871,/u/
Bass_Clarinet_Bb,grave,Contrabass,médium,172,161,11,1257,1205,52,0.871,/u/
Bass_Clarinet_Bb,médium,Contrabass,aigu,183,172,11,1270,1252,18,0.871,/u/
Contrabass_Ensemble,grave,Trombone+sordina_harmon,grave,161,150,11,1120,1072,48,0.871,/u/
Contrabass_Ensemble,médium,Trombone+sordina_harmon,médium,172,183,11,1170,1075,95,0.871,/u/
Contrabass+sordina,aigu,Marimba,grave,172,161,11,1256,1111,145,0.867,/u/
Bass_Trombone,pédale,Bassoon,grave,495,506,11,1070,1127,57,0.867,/å/
Bass_Trombone,aigu,Bassoon,bas_médium,527,516,11,1062,1152,90,0.867,/a/
Contrabass,grave,Trombone+sordina_harmon,grave,161,150,11,1207,1072,135,0.865,/u/
Contrabass,médium,Trombone+sordina_harmon,grave,161,150,11,1205,1072,133,0.865,/u/
Contrabass,aigu,Trombone+sordina_harmon,médium,172,183,11,1252,1075,177,0.865,/u/
Contrabass_Ensemble,médium,Marimba,grave,172,161,11,1170,1111,59,0.864,/u/
Oboe,aigu,Trumpet_C+sordina_wah,suraigu,904,915,11,1176,1174,2,0.864,/e/–/i/
Sax_Alto,grave,Viola,grave,355,366,11,1250,1305,55,0.861,/o/
Contrabass+sordina,grave,Contrabass_Flute,grave,161,150,11,1149,1109,40,0.860,/u/
Contrabass+sordina,médium,Contrabass_Flute,grave,161,150,11,1205,1109,96,0.860,/u/
Bass_Tuba,suraigu,Marimba,médium,333,322,11,1042,1025,17,0.859,/o/
Contrabass_Tuba,aigu,Trombone+sordina_harmon,aigu,398,409,11,999,1105,106,0.859,/å/
Harp,suraigu,Viola_Ensemble+sordina,médium,301,290,11,1231,1261,30,0.858,/o/
Bass_Flute,grave,Contrabass,suraigu,258,247,11,1111,1275,164,0.858,/o/
Clarinet_Bb,gorge,Violin_Ensemble,médium,355,344,11,1391,1225,166,0.857,/o/
Bass_Tuba,médium,Clarinet_Bb,chalumeau,204,215,11,1001,1315,314,0.856,/u/
Contrabass,aigu,Marimba,grave,172,161,11,1252,1111,141,0.855,/u/
Contrabass_Flute,médium,Horn+sordina,grave,333,322,11,1128,1099,29,0.852,/o/
Horn+sordina,grave,Viola+sordina,grave,322,333,11,1099,1141,42,0.851,/o/
Clarinet_Bb,gorge,Flute,grave,355,344,11,1391,1377,14,0.851,/o/
Bass_Flute,médium,Harp,suraigu,312,301,11,1132,1231,99,0.851,/o/
Sax_Alto,grave,Violin_Ensemble+sordina,grave,355,344,11,1250,1203,47,0.849,/o/
Sax_Alto,grave,Violin_Ensemble+sordina,médium,355,344,11,1250,1140,110,0.849,/o/
Sax_Alto,grave,Violin_Ensemble+sordina,aigu,355,344,11,1250,1022,228,0.849,/o/
Sax_Alto,grave,Violin_Ensemble+sordina,suraigu,355,344,11,1250,1108,142,0.849,/o/
Clarinet_Eb,chalumeau,Viola+sordina,grave,322,333,11,1462,1141,321,0.848,/o/
Contrabass_Ensemble,grave,Contrabass_Flute,grave,161,150,11,1120,1109,11,0.848,/u/
Clarinet_Bb,gorge,Violin+sordina,aigu,355,344,11,1391,1091,300,0.847,/o/
Trombone+sordina_harmon,aigu,Violin+sordina,grave,409,398,11,1105,1234,129,0.847,/å/
Trumpet_C+sordina_straight,aigu,Violin,grave,473,462,11,1361,1208,153,0.847,/å/
Contrabass,grave,Contrabass_Flute,grave,161,150,11,1207,1109,98,0.846,/u/
Contrabass,médium,Contrabass_Flute,grave,161,150,11,1205,1109,96,0.846,/u/
Contrabass_Tuba,aigu,Trombone+sordina_wah,aigu,398,409,11,999,1156,157,0.846,/å/
Trombone+sordina_wah,grave,Violin_Ensemble,grave,473,484,11,1034,1295,261,0.846,/å/
Trombone+sordina_wah,médium,Violin_Ensemble,aigu,592,581,11,1082,1237,155,0.846,/a/
Bass_Trombone,pédale,Bassoon+sordina,grave,495,484,11,1070,1047,23,0.843,/å/
Bass_Trombone,pédale,Bassoon+sordina,bas_médium,495,506,11,1070,1141,71,0.843,/å/
Contrabass_Flute,médium,Harp,aigu,333,322,11,1128,987,141,0.841,/o/
Bass_Flute,aigu,Trumpet_C+sordina_wah,suraigu,904,915,11,1110,1174,64,0.841,/e/–/i/
Clarinet_Eb,chalumeau,Contrabass_Flute,médium,322,333,11,1462,1128,334,0.840,/o/
Trumpet_C+sordina_wah,médium,Viola_Ensemble+sordina,aigu,312,301,11,1139,1244,105,0.838,/o/
Trumpet_C+sordina_wah,médium,Viola_Ensemble+sordina,suraigu,312,301,11,1139,1061,78,0.838,/o/
Bass_Tuba,aigu,Viola_Ensemble+sordina,médium,279,290,11,1016,1261,245,0.836,/o/
Harp,aigu,Viola+sordina,grave,322,333,11,987,1141,154,0.832,/o/
Trombone+sordina_wah,aigu,Violin+sordina,grave,409,398,11,1156,1234,78,0.832,/å/
Trombone+sordina_straight,médium,Violin_Ensemble,aigu,592,581,11,979,1237,258,0.830,/a/
Clarinet_Bb,gorge,Violin,médium,355,366,11,1391,1111,280,0.827,/o/
Bass_Tuba+sordina,suraigu,Viola,aigu,387,398,11,1122,1231,109,0.825,/o/
Sax_Alto,grave,Viola_Ensemble,aigu,355,366,11,1250,1299,49,0.824,/o/
Viola+sordina_piombo,médium,Viola_Ensemble+sordina,grave,290,279,11,1247,1214,33,0.818,/o/
Viola+sordina_piombo,médium,Viola_Ensemble+sordina,aigu,290,301,11,1247,1244,3,0.818,/o/
Viola+sordina_piombo,médium,Viola_Ensemble+sordina,suraigu,290,301,11,1247,1061,186,0.818,/o/
Contrabass_Tuba,aigu,Viola+sordina,aigu,398,387,11,999,1050,51,0.815,/o/
Trumpet_C+sordina_straight,aigu,Violin_Ensemble,grave,473,484,11,1361,1295,66,0.813,/å/
Trombone+sordina_wah,grave,Violin,grave,473,462,11,1034,1208,174,0.809,/å/
Bass_Trombone,aigu,Horn+sordina,pédale,527,516,11,1062,1038,24,0.807,/a/
Bass_Trombone,aigu,Horn+sordina,aigu,527,538,11,1062,1240,178,0.807,/a/
Bass_Tuba,suraigu,Viola+sordina,médium,333,322,11,1042,1151,109,0.806,/o/
Harp,suraigu,Viola_Ensemble,médium,301,312,11,1231,1339,108,0.803,/o/
Clarinet_Bb,chalumeau,Viola+sordina_piombo,aigu,215,204,11,1315,1126,189,0.801,/u/
Trumpet_C+sordina_harmon,médium,Viola+sordina_piombo,médium,301,290,11,1353,1247,106,0.801,/o/
Bassoon,haut_médium,Violin_Ensemble,aigu,592,581,11,1175,1237,62,0.789,/a/
Bassoon,aigu,Violin_Ensemble,aigu,570,581,11,1099,1237,138,0.789,/a/
Viola+sordina_piombo,aigu,Violoncello,grave,204,193,11,1126,1149,23,0.788,/u/
Viola+sordina_piombo,aigu,Violoncello,médium,204,193,11,1126,1202,76,0.788,/u/
Sax_Alto,médium,Trombone,médium,613,602,11,1331,1008,323,0.779,/a/
Trombone+sordina_wah,grave,Trumpet_C,aigu,473,462,11,1034,1261,227,0.777,/å/
Oboe+sordina,aigu,Trombone+sordina_cup,médium,904,915,11,1056,992,64,0.775,/e/–/i/
Viola+sordina_piombo,aigu,Violoncello_Ensemble,grave,204,193,11,1126,1155,29,0.769,/u/
Bass_Tuba+sordina,médium,Violin_Ensemble,grave,473,484,11,1077,1295,218,0.768,/å/
Bass_Tuba+sordina,suraigu,Violin+sordina,grave,387,398,11,1122,1234,112,0.764,/o/
Bass_Tuba+sordina,suraigu,Violin+sordina,suraigu,387,376,11,1122,1012,110,0.764,/o/
Contrabass_Clarinet_Bb,aigu,Trumpet_C,grave,1270,1281,11,1437,1259,178,0.761,/e/–/i/
Viola+sordina_piombo,aigu,Violoncello_Ensemble+sordina,grave,204,193,11,1126,1211,85,0.761,/u/
Bassoon+sordina,aigu,Violin_Ensemble,aigu,570,581,11,1079,1237,158,0.761,/a/
Oboe,aigu,Trombone+sordina_cup,médium,904,915,11,1176,992,184,0.744,/e/–/i/
Bass_Tuba+sordina,médium,Violin,grave,473,462,11,1077,1208,131,0.739,/å/
Viola+sordina_piombo,aigu,Violoncello+sordina,médium,204,193,11,1126,1226,100,0.739,/u/
Bass_Tuba,suraigu,Viola,médium,333,322,11,1042,1315,273,0.737,/o/
Bassoon+sordina,haut_médium,Violin,aigu,559,570,11,1089,1221,132,0.730,/a/
Guitar,médium,Viola+sordina_piombo,aigu,215,204,11,1002,1126,124,0.722,/u/
Trumpet_C+sordina_harmon,médium,Trumpet_C+sordina_wah,médium,301,312,11,1353,1139,214,0.721,/o/
Bass_Tuba,suraigu,Violin_Ensemble+sordina,grave,333,344,11,1042,1203,161,0.716,/o/
Bass_Tuba,suraigu,Violin_Ensemble+sordina,médium,333,344,11,1042,1140,98,0.716,/o/
Bass_Tuba,suraigu,Violin_Ensemble+sordina,aigu,333,344,11,1042,1022,20,0.716,/o/
Bass_Tuba,suraigu,Violin_Ensemble+sordina,suraigu,333,344,11,1042,1108,66,0.716,/o/
Harp,suraigu,Trumpet_C+sordina_wah,médium,301,312,11,1231,1139,92,0.708,/o/
Clarinet_Bb,clarine,Oboe,grave,1464,1475,11,1426,1430,4,0.698,/e/–/i/
Trombone,grave,Trumpet_C+sordina_straight,aigu,484,473,11,1007,1361,354,0.694,/å/
Bass_Tuba+sordina,médium,Trumpet_C,aigu,473,462,11,1077,1261,184,0.691,/å/
Bass_Tuba,suraigu,Violin+sordina,aigu,333,344,11,1042,1091,49,0.675,/o/
Bass_Tuba,suraigu,Violin_Ensemble,médium,333,344,11,1042,1225,183,0.672,/o/
Contrabass_Ensemble,aigu,Viola+sordina_piombo,aigu,193,204,11,1214,1126,88,0.669,/u/
Bass_Tuba,suraigu,Flute,grave,333,344,11,1042,1377,335,0.659,/o/
Harp,médium,Viola+sordina_piombo,aigu,193,204,11,1053,1126,73,0.658,/u/
Harp,suraigu,Viola+sordina_piombo,médium,301,290,11,1231,1247,16,0.658,/o/
Trumpet_C+sordina_harmon,médium,Viola_Ensemble,médium,301,312,11,1353,1339,14,0.657,/o/
Contrabass_Tuba,grave,Viola+sordina_piombo,aigu,215,204,11,935,1126,191,0.645,/u/
Contrabass_Tuba,médium,Viola+sordina_piombo,aigu,215,204,11,964,1126,162,0.645,/u/
Bass_Tuba,grave,Viola+sordina_piombo,aigu,215,204,11,978,1126,148,0.631,/u/
Bass_Tuba,aigu,Viola+sordina_piombo,médium,279,290,11,1016,1247,231,0.631,/o/
Trumpet_C+sordina_straight,aigu,Violoncello_Ensemble,suraigu,473,462,11,1361,1224,137,0.625,/å/
Horn,aigu,Trumpet_C+sordina_straight,aigu,484,473,11,1014,1361,347,0.624,/å/
Bass_Flute,médium,Trumpet_C+sordina_harmon,médium,312,301,11,1132,1353,221,0.615,/o/
Trumpet_C+sordina_harmon,médium,Viola_Ensemble+sordina,médium,301,290,11,1353,1261,92,0.613,/o/
Bass_Tuba,suraigu,Clarinet_Eb,chalumeau,333,322,11,1042,1462,420,0.609,/o/
Bass_Clarinet_Bb,grave,Trumpet_C+sordina_harmon,grave,172,183,11,1257,1287,30,0.581,/u/
Bass_Tuba+sordina,grave,Trumpet_C+sordina_straight,aigu,462,473,11,1060,1361,301,0.566,/å/
Bassoon+sordina,grave,Trumpet_C+sordina_straight,aigu,484,473,11,1047,1361,314,0.557,/å/
Trombone+sordina_wah,grave,Trumpet_C+sordina_harmon,aigu,473,462,11,1034,1259,225,0.538,/å/
Trumpet_C+sordina_harmon,médium,Vibraphone,grave,301,312,11,1353,1130,223,0.528,/o/
Bass_Tuba+sordina,médium,Trumpet_C+sordina_harmon,aigu,473,462,11,1077,1259,182,0.480,/å/
Contrabass+sordina,aigu,Trumpet_C+sordina_harmon,grave,172,183,11,1256,1287,31,0.461,/u/
Contrabass,aigu,Trumpet_C+sordina_harmon,grave,172,183,11,1252,1287,35,0.444,/u/
Contrabass_Ensemble,médium,Trumpet_C+sordina_harmon,grave,172,183,11,1170,1287,117,0.435,/u/
Horn+sordina,médium,Trumpet_C+sordina_harmon,médium,312,301,11,1161,1353,192,0.421,/o/
Bass_Tuba+sordina,aigu,Bassoon+sordina,aigu,549,570,21,1080,1079,1,0.996,/a/
Contrabass+sordina,aigu,Contrabass_Ensemble,aigu,172,193,21,1256,1214,42,0.991,/u/
Contrabass,aigu,Contrabass_Ensemble,aigu,172,193,21,1252,1214,38,0.991,/u/
Violoncello_Ensemble,aigu,Violoncello_Ensemble+sordina,aigu,247,226,21,1281,1244,37,0.991,/u/
Bass_Tuba+sordina,aigu,Bassoon,aigu,549,570,21,1080,1099,19,0.990,/a/
Bass_Flute,grave,Viola_Ensemble+sordina,grave,258,279,21,1111,1214,103,0.987,/o/
Contrabass_Ensemble,médium,Harp,médium,172,193,21,1170,1053,117,0.987,/u/
Bass_Flute,médium,Contrabass_Flute,médium,312,333,21,1132,1128,4,0.987,/o/
Contrabass+sordina,aigu,Harp,médium,172,193,21,1256,1053,203,0.985,/u/
Trombone,aigu,Trombone+sordina_wah,aigu,430,409,21,1027,1156,129,0.983,/å/
Clarinet_Bb,chalumeau,Violoncello,aigu,215,236,21,1315,1253,62,0.982,/u/
Bass_Clarinet_Bb,grave,Violoncello,grave,172,193,21,1257,1149,108,0.980,/u/
Bass_Clarinet_Bb,grave,Violoncello,médium,172,193,21,1257,1202,55,0.980,/u/
Clarinet_Bb,chalumeau,Violoncello+sordina_piombo,suraigu,215,236,21,1315,1247,68,0.979,/u/
Viola+sordina,grave,Viola_Ensemble,médium,333,312,21,1141,1339,198,0.979,/o/
Viola+sordina,aigu,Viola_Ensemble,aigu,387,366,21,1050,1299,249,0.979,/o/
Oboe,suraigu,Oboe+sordina,suraigu,1324,1345,21,1401,1412,11,0.978,/e/–/i/
Viola_Ensemble+sordina,grave,Violoncello+sordina_piombo,aigu,279,258,21,1214,1170,44,0.978,/o/
Violoncello+sordina,grave,Violoncello_Ensemble+sordina,médium,183,204,21,1225,1180,45,0.977,/u/
Violoncello+sordina,grave,Violoncello_Ensemble+sordina,suraigu,183,204,21,1225,1280,55,0.977,/u/
Contrabass,aigu,Harp,médium,172,193,21,1252,1053,199,0.974,/u/
Harp,suraigu,Horn+sordina,grave,301,322,21,1231,1099,132,0.973,/o/
Bassoon+sordina,haut_médium,Horn+sordina,aigu,559,538,21,1089,1240,151,0.972,/a/
Bass_Tuba,aigu,Contrabass+sordina,suraigu,279,258,21,1016,1308,292,0.972,/o/
Clarinet_Bb,chalumeau,Horn,pédale,215,236,21,1315,911,404,0.971,/u/
Violoncello+sordina,grave,Violoncello_Ensemble,médium,183,204,21,1225,1211,14,0.970,/u/
Trombone,aigu,Trombone+sordina_harmon,aigu,430,409,21,1027,1105,78,0.969,/å/
Bass_Flute,médium,Viola+sordina,grave,312,333,21,1132,1141,9,0.968,/o/
Guitar,grave,Violoncello_Ensemble+sordina,médium,183,204,21,1036,1180,144,0.968,/u/
Guitar,grave,Violoncello_Ensemble+sordina,suraigu,183,204,21,1036,1280,244,0.968,/u/
Guitar,aigu,Violoncello_Ensemble+sordina,médium,183,204,21,1042,1180,138,0.968,/u/
Guitar,aigu,Violoncello_Ensemble+sordina,suraigu,183,204,21,1042,1280,238,0.968,/u/
Viola+sordina,médium,Viola_Ensemble+sordina,aigu,322,301,21,1151,1244,93,0.965,/o/
Viola+sordina,médium,Viola_Ensemble+sordina,suraigu,322,301,21,1151,1061,90,0.965,/o/
Contrabass,suraigu,Contrebasson,grave,247,226,21,1275,1101,174,0.965,/u/
Contrabass,suraigu,Contrebasson,médium,247,226,21,1275,1078,197,0.965,/u/
Contrabass,suraigu,Contrebasson,aigu,247,226,21,1275,1127,148,0.965,/u/
Marimba,médium,Viola_Ensemble+sordina,aigu,322,301,21,1025,1244,219,0.964,/o/
Marimba,médium,Viola_Ensemble+sordina,suraigu,322,301,21,1025,1061,36,0.964,/o/
Guitar,grave,Violoncello_Ensemble,médium,183,204,21,1036,1211,175,0.964,/u/
Guitar,aigu,Violoncello_Ensemble,médium,183,204,21,1042,1211,169,0.964,/u/
Horn,médium,Viola_Ensemble+sordina,aigu,322,301,21,1006,1244,238,0.963,/o/
Horn,médium,Viola_Ensemble+sordina,suraigu,322,301,21,1006,1061,55,0.963,/o/
Bass_Tuba,suraigu,Horn+sordina,médium,333,312,21,1042,1161,119,0.960,/o/
Bass_Clarinet_Bb,grave,Violoncello_Ensemble,grave,172,193,21,1257,1155,102,0.960,/u/
Bass_Clarinet_Bb,médium,Violoncello_Ensemble,médium,183,204,21,1270,1211,59,0.960,/u/
Guitar,grave,Harp,grave,183,204,21,1036,952,84,0.958,/u/
Guitar,aigu,Harp,grave,183,204,21,1042,952,90,0.958,/u/
Contrabass_Flute,médium,Viola_Ensemble,médium,333,312,21,1128,1339,211,0.957,/o/
Contrabass+sordina,aigu,Violoncello+sordina,médium,172,193,21,1256,1226,30,0.955,/u/
Viola,suraigu,Violin+sordina,suraigu,355,376,21,1090,1012,78,0.949,/o/
Guitar,médium,Horn,pédale,215,236,21,1002,911,91,0.949,/u/
Trombone+sordina_harmon,médium,Violoncello_Ensemble,médium,183,204,21,1075,1211,136,0.949,/u/
Bass_Clarinet_Bb,grave,Violoncello_Ensemble+sordina,grave,172,193,21,1257,1211,46,0.948,/u/
Bass_Clarinet_Bb,médium,Violoncello_Ensemble+sordina,médium,183,204,21,1270,1180,90,0.948,/u/
Bass_Clarinet_Bb,médium,Violoncello_Ensemble+sordina,suraigu,183,204,21,1270,1280,10,0.948,/u/
Contrabass_Ensemble,médium,Violoncello+sordina,médium,172,193,21,1170,1226,56,0.946,/u/
Guitar,médium,Violoncello,aigu,215,236,21,1002,1253,251,0.944,/u/
Harp,grave,Violoncello+sordina,grave,204,183,21,952,1225,273,0.944,/u/
Contrebasson,grave,Violoncello_Ensemble,aigu,226,247,21,1101,1281,180,0.943,/u/
Contrebasson,médium,Violoncello_Ensemble,aigu,226,247,21,1078,1281,203,0.943,/u/
Contrebasson,aigu,Violoncello_Ensemble,aigu,226,247,21,1127,1281,154,0.943,/u/
Oboe,grave,Trumpet_C+sordina_straight,suraigu,1475,1496,21,1430,1442,12,0.943,/e/–/i/
Trombone+sordina_harmon,médium,Violoncello_Ensemble+sordina,médium,183,204,21,1075,1180,105,0.942,/u/
Trombone+sordina_harmon,médium,Violoncello_Ensemble+sordina,suraigu,183,204,21,1075,1280,205,0.942,/u/
Contrabass,aigu,Violoncello+sordina,médium,172,193,21,1252,1226,26,0.942,/u/
Bassoon+sordina,haut_médium,Trombone+sordina_straight,grave,559,538,21,1089,969,120,0.941,/a/
Viola,grave,Viola+sordina,aigu,366,387,21,1305,1050,255,0.940,/o/
Bass_Tuba,médium,Guitar,grave,204,183,21,1001,1036,35,0.939,/u/
Bass_Tuba,médium,Guitar,aigu,204,183,21,1001,1042,41,0.939,/u/
Contrabass+sordina,aigu,Violoncello_Ensemble+sordina,grave,172,193,21,1256,1211,45,0.933,/u/
Guitar,médium,Violoncello+sordina_piombo,suraigu,215,236,21,1002,1247,245,0.931,/u/
Bass_Clarinet_Bb,grave,Violoncello+sordina,médium,172,193,21,1257,1226,31,0.927,/u/
Viola_Ensemble+sordina,grave,Violoncello+sordina,aigu,279,258,21,1214,1166,48,0.927,/o/
Viola_Ensemble+sordina,grave,Violoncello+sordina,suraigu,279,258,21,1214,1181,33,0.927,/o/
Contrabass+sordina,aigu,Violoncello_Ensemble,grave,172,193,21,1256,1155,101,0.926,/u/
Bass_Tuba,médium,Violoncello+sordina,grave,204,183,21,1001,1225,224,0.925,/u/
Bass_Tuba,aigu,Violoncello+sordina,aigu,279,258,21,1016,1166,150,0.925,/o/
Bass_Tuba,aigu,Violoncello+sordina,suraigu,279,258,21,1016,1181,165,0.925,/o/
Contrabass_Ensemble,médium,Violoncello_Ensemble+sordina,grave,172,193,21,1170,1211,41,0.922,/u/
Contrabass,aigu,Violoncello_Ensemble+sordina,grave,172,193,21,1252,1211,41,0.919,/u/
Contrabass,suraigu,Violoncello_Ensemble+sordina,aigu,247,226,21,1275,1244,31,0.919,/u/
Contrabass_Ensemble,médium,Violoncello_Ensemble,grave,172,193,21,1170,1155,15,0.918,/u/
Viola_Ensemble,grave,Violin+sordina,suraigu,355,376,21,1304,1012,292,0.914,/o/
Bass_Tuba,suraigu,Vibraphone,grave,333,312,21,1042,1130,88,0.913,/o/
Contrabass,aigu,Violoncello_Ensemble,grave,172,193,21,1252,1155,97,0.913,/u/
Sax_Alto,grave,Violin+sordina,suraigu,355,376,21,1250,1012,238,0.911,/o/
Contrabass_Flute,médium,Vibraphone,grave,333,312,21,1128,1130,2,0.910,/o/
Bass_Trombone,pédale,Violin,suraigu,495,516,21,1070,1230,160,0.909,/å/
Harp,suraigu,Horn,médium,301,322,21,1231,1006,225,0.908,/o/
Contrabass+sordina,aigu,Violoncello,grave,172,193,21,1256,1149,107,0.906,/u/
Contrabass+sordina,aigu,Violoncello,médium,172,193,21,1256,1202,54,0.906,/u/
Viola,médium,Viola_Ensemble+sordina,aigu,322,301,21,1315,1244,71,0.905,/o/
Viola,médium,Viola_Ensemble+sordina,suraigu,322,301,21,1315,1061,254,0.905,/o/
Vibraphone,grave,Viola+sordina,grave,312,333,21,1130,1141,11,0.900,/o/
Contrabass_Ensemble,médium,Violoncello,grave,172,193,21,1170,1149,21,0.899,/u/
Contrabass_Ensemble,médium,Violoncello,médium,172,193,21,1170,1202,32,0.899,/u/
Contrabass,aigu,Violoncello,grave,172,193,21,1252,1149,103,0.893,/u/
Contrabass,aigu,Violoncello,médium,172,193,21,1252,1202,50,0.893,/u/
Contrabass_Tuba,grave,Horn,pédale,215,236,21,935,911,24,0.892,/u/
Contrabass_Tuba,médium,Horn,pédale,215,236,21,964,911,53,0.892,/u/
Contrabass_Tuba,aigu,Horn,grave,398,419,21,999,961,38,0.892,/å/
Trombone,médium,Violin_Ensemble,aigu,602,581,21,1008,1237,229,0.892,/a/
