instrument_A,register_A,instrument_B,register_B,F1_A_hz,F1_B_hz,delta_F1_hz,Fp_A_hz,Fp_B_hz,delta_Fp_hz,Homogeneity_H,fusion_score,category
Bass_Trombone,médium,Trumpet_C+sordina_straight,médium,872,1442,570,1123,1428,305,0.753,0.418,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Viola+sordina,médium,1442,322,1120,1428,1151,277,0.711,0.418,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Violin+sordina_piombo,médium,473,75,398,1077,1376,299,0.589,0.418,HÉTÉROGÈNE
Contrabass_Ensemble,médium,Oboe+sordina,médium,172,1324,1152,1170,1364,194,0.582,0.417,HÉTÉROGÈNE
Oboe+sordina,médium,Vibraphone,grave,1324,312,1012,1364,1130,234,0.642,0.416,HÉTÉROGÈNE
Oboe+sordina,médium,Trombone+sordina_wah,médium,1324,592,732,1364,1082,282,0.711,0.415,HÉTÉROGÈNE
Harp,médium,Sax_Alto,médium,193,613,420,1053,1331,278,0.584,0.415,HÉTÉROGÈNE
Oboe+sordina,médium,Violoncello+sordina_piombo,médium,1324,161,1163,1364,1087,277,0.700,0.414,HÉTÉROGÈNE
Contrabass_Tuba,médium,English_Horn,médium,215,1065,850,964,1186,222,0.617,0.413,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Violoncello+sordina,médium,1442,193,1249,1428,1226,202,0.586,0.413,HÉTÉROGÈNE
Flute,médium,Trombone,médium,1496,602,894,1412,1008,404,0.889,0.413,SEMI-FONDU_H
Flute,médium,Trombone+sordina_cup,médium,1496,915,581,1412,992,420,0.908,0.411,SEMI-FONDU_H
Trombone+sordina_straight,médium,Trumpet_C+sordina_harmon,médium,592,301,291,979,1353,374,0.524,0.411,HÉTÉROGÈNE
Clarinet_Eb,médium,Trombone+sordina_harmon,médium,1496,183,1313,1417,1075,342,0.789,0.410,HÉTÉROGÈNE
Clarinet_Eb,médium,Trombone+sordina_wah,médium,1496,592,904,1417,1082,335,0.778,0.410,HÉTÉROGÈNE
Oboe+sordina,médium,Trombone+sordina_harmon,médium,1324,183,1141,1364,1075,289,0.706,0.409,HÉTÉROGÈNE
Horn+sordina,médium,Oboe+sordina,médium,312,1324,1012,1161,1364,203,0.574,0.408,HÉTÉROGÈNE
Trombone+sordina_straight,médium,Trumpet_C,médium,592,1152,560,979,1306,327,0.759,0.407,HÉTÉROGÈNE
Contrabass_Flute,médium,Oboe,médium,333,1399,1066,1128,1434,306,0.722,0.405,HÉTÉROGÈNE
Clarinet_Eb,médium,Horn+sordina,médium,1496,312,1184,1417,1161,256,0.646,0.405,HÉTÉROGÈNE
Oboe,médium,Violoncello_Ensemble+sordina,médium,1399,204,1195,1434,1180,254,0.642,0.404,HÉTÉROGÈNE
Bass_Flute,médium,Oboe,médium,312,1399,1087,1132,1434,302,0.714,0.404,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Flute,médium,473,1496,1023,1077,1412,335,0.761,0.403,HÉTÉROGÈNE
Piccolo,médium,Violin_Ensemble,médium,1431,344,1087,1508,1225,283,0.681,0.403,HÉTÉROGÈNE
Harp,médium,Trumpet_C,médium,193,1152,959,1053,1306,253,0.628,0.400,HÉTÉROGÈNE
Flute,médium,Marimba,médium,1496,322,1174,1412,1025,387,0.828,0.399,SEMI-FONDU_H
Trumpet_C+sordina_straight,médium,Violoncello_Ensemble+sordina,médium,1442,204,1238,1428,1180,248,0.612,0.396,HÉTÉROGÈNE
Contrebasson,médium,Flute,médium,226,1496,1270,1078,1412,334,0.740,0.396,HÉTÉROGÈNE
Contrabass_Flute,médium,Trumpet_C+sordina_straight,médium,333,1442,1109,1128,1428,300,0.689,0.396,HÉTÉROGÈNE
Guitar,médium,Trumpet_C,médium,215,1152,937,1002,1306,304,0.694,0.395,HÉTÉROGÈNE
Bass_Flute,médium,Trumpet_C+sordina_straight,médium,312,1442,1130,1132,1428,296,0.678,0.394,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Viola,médium,1496,322,1174,1617,1315,302,0.685,0.393,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Viola_Ensemble,médium,1496,312,1184,1617,1339,278,0.649,0.393,HÉTÉROGÈNE
English_Horn,médium,Trumpet_C+sordina_cup,médium,1065,1496,431,1186,1617,431,0.773,0.392,HÉTÉROGÈNE
Bassoon+sordina,grave,Violin+sordina_piombo,médium,484,75,409,1047,1376,329,0.579,0.389,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Viola+sordina_piombo,médium,1496,290,1206,1617,1247,370,0.776,0.388,HÉTÉROGÈNE
Oboe+sordina,médium,Trombone,médium,1324,602,722,1364,1008,356,0.754,0.388,HÉTÉROGÈNE
Contrabass+sordina,médium,Oboe,médium,161,1399,1238,1205,1434,229,0.563,0.388,HÉTÉROGÈNE
Clarinet_Eb,médium,Trombone,médium,1496,602,894,1417,1008,409,0.831,0.387,SEMI-FONDU_H
Trombone+sordina_wah,médium,Violin+sordina_piombo,médium,592,75,517,1082,1376,294,0.658,0.387,HÉTÉROGÈNE
Clarinet_Bb,chalumeau,Piccolo,médium,215,1431,1216,1315,1508,193,0.504,0.386,HÉTÉROGÈNE
Bassoon+sordina,grave,Flute,médium,484,1496,1012,1047,1412,365,0.757,0.384,HÉTÉROGÈNE
Contrabass,médium,Oboe,médium,161,1399,1238,1205,1434,229,0.551,0.383,HÉTÉROGÈNE
Flute,médium,Horn,médium,1496,322,1174,1412,1006,406,0.813,0.381,SEMI-FONDU_H
Clarinet_Eb,médium,Trombone+sordina_cup,médium,1496,915,581,1417,992,425,0.841,0.381,SEMI-FONDU_H
Bass_Tuba+sordina,médium,Clarinet_Eb,médium,473,1496,1023,1077,1417,340,0.710,0.380,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Oboe+sordina,médium,473,1324,851,1077,1364,287,0.628,0.379,HÉTÉROGÈNE
Contrabass+sordina,médium,Trumpet_C+sordina_straight,médium,161,1442,1281,1205,1428,223,0.529,0.378,HÉTÉROGÈNE
Piccolo,médium,Violin+sordina,médium,1431,355,1076,1508,1175,333,0.691,0.377,HÉTÉROGÈNE
Clarinet_Eb,médium,Contrebasson,médium,1496,226,1270,1417,1078,339,0.699,0.376,HÉTÉROGÈNE
Clarinet_Eb,médium,Marimba,médium,1496,322,1174,1417,1025,392,0.778,0.376,HÉTÉROGÈNE
Bass_Tuba,médium,Sax_Alto,médium,204,613,409,1001,1331,330,0.547,0.375,HÉTÉROGÈNE
Contrabass_Clarinet_Bb,médium,Trumpet_C+sordina_cup,médium,75,1496,1421,1363,1617,254,0.569,0.375,HÉTÉROGÈNE
Marimba,médium,Oboe+sordina,médium,322,1324,1002,1025,1364,339,0.695,0.375,HÉTÉROGÈNE
Contrebasson,médium,Oboe+sordina,médium,226,1324,1098,1078,1364,286,0.612,0.373,HÉTÉROGÈNE
Contrabass,médium,Trumpet_C+sordina_straight,médium,161,1442,1281,1205,1428,223,0.516,0.373,HÉTÉROGÈNE
Flute,médium,Trombone+sordina_straight,médium,1496,592,904,1412,979,433,0.829,0.372,SEMI-FONDU_H
Contrabass_Tuba,médium,Sax_Alto,médium,215,613,398,964,1331,367,0.567,0.368,HÉTÉROGÈNE
Bass_Clarinet_Bb,médium,Piccolo,médium,183,1431,1248,1270,1508,238,0.521,0.366,HÉTÉROGÈNE
Bassoon,grave,Oboe,médium,506,1399,893,1127,1434,307,0.622,0.364,HÉTÉROGÈNE
Piccolo,médium,Viola_Ensemble+sordina,médium,1431,290,1141,1508,1261,247,0.530,0.364,HÉTÉROGÈNE
Flute,médium,Harp,médium,1496,193,1303,1412,1053,359,0.696,0.363,HÉTÉROGÈNE
Oboe,médium,Vibraphone,grave,1399,312,1087,1434,1130,304,0.612,0.362,HÉTÉROGÈNE
Trombone,médium,Violin+sordina_piombo,médium,602,75,527,1008,1376,368,0.708,0.362,HÉTÉROGÈNE
Contrabass_Ensemble,médium,Oboe,médium,172,1399,1227,1170,1434,264,0.551,0.362,HÉTÉROGÈNE
Oboe,médium,Trombone+sordina_wah,médium,1399,592,807,1434,1082,352,0.678,0.360,HÉTÉROGÈNE
Oboe,médium,Violoncello+sordina_piombo,médium,1399,161,1238,1434,1087,347,0.671,0.360,HÉTÉROGÈNE
Flute,médium,Guitar,médium,1496,215,1281,1412,1002,410,0.762,0.359,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Vibraphone,grave,1442,312,1130,1428,1130,298,0.593,0.358,HÉTÉROGÈNE
Bassoon+sordina,grave,Oboe+sordina,médium,484,1324,840,1047,1364,317,0.621,0.358,HÉTÉROGÈNE
Bassoon+sordina,grave,Clarinet_Eb,médium,484,1496,1012,1047,1417,370,0.698,0.357,HÉTÉROGÈNE
Horn,médium,Oboe+sordina,médium,322,1324,1002,1006,1364,358,0.680,0.357,HÉTÉROGÈNE
Clarinet_Eb,médium,Horn,médium,1496,322,1174,1417,1006,411,0.759,0.357,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violin_Ensemble,médium,1496,344,1152,1617,1225,392,0.726,0.355,HÉTÉROGÈNE
Bassoon,grave,Trumpet_C+sordina_straight,médium,506,1442,936,1127,1428,301,0.588,0.355,HÉTÉROGÈNE
Oboe,médium,Trombone+sordina_harmon,médium,1399,183,1216,1434,1075,359,0.674,0.354,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Violin+sordina_piombo,médium,915,75,840,992,1376,384,0.711,0.354,HÉTÉROGÈNE
Bass_Tuba,médium,Trumpet_C,médium,204,1152,948,1001,1306,305,0.593,0.354,HÉTÉROGÈNE
Horn+sordina,médium,Oboe,médium,312,1399,1087,1161,1434,273,0.541,0.352,HÉTÉROGÈNE
Contrabass_Ensemble,médium,Trumpet_C+sordina_straight,médium,172,1442,1270,1170,1428,258,0.517,0.352,HÉTÉROGÈNE
Trumpet_C+sordina_straight,médium,Violoncello+sordina_piombo,médium,1442,161,1281,1428,1087,341,0.638,0.351,HÉTÉROGÈNE
Trombone+sordina_wah,médium,Trumpet_C+sordina_straight,médium,592,1442,850,1082,1428,346,0.644,0.350,HÉTÉROGÈNE
Piccolo,médium,Violin,médium,1431,366,1065,1508,1111,397,0.719,0.349,HÉTÉROGÈNE
Trombone+sordina_harmon,médium,Trumpet_C+sordina_straight,médium,183,1442,1259,1075,1428,353,0.649,0.348,HÉTÉROGÈNE
Horn+sordina,médium,Trumpet_C+sordina_straight,médium,312,1442,1130,1161,1428,267,0.516,0.346,HÉTÉROGÈNE
Oboe+sordina,médium,Trombone+sordina_straight,médium,1324,592,732,1364,979,385,0.693,0.346,HÉTÉROGÈNE
Clarinet_Bb,chalumeau,Trumpet_C+sordina_cup,médium,215,1496,1281,1315,1617,302,0.568,0.346,HÉTÉROGÈNE
Piccolo,médium,Trumpet_C+sordina_wah,médium,1431,312,1119,1508,1139,369,0.668,0.346,HÉTÉROGÈNE
Clarinet_Eb,médium,Trombone+sordina_straight,médium,1496,592,904,1417,979,438,0.763,0.343,HÉTÉROGÈNE
Oboe,médium,Trombone+sordina_cup,médium,1399,915,484,1434,992,442,0.744,0.342,HÉTÉROGÈNE
Harp,médium,Oboe+sordina,médium,193,1324,1131,1053,1364,311,0.566,0.340,HÉTÉROGÈNE
Clarinet_Eb,médium,Guitar,médium,1496,215,1281,1417,1002,415,0.721,0.339,HÉTÉROGÈNE
Clarinet_Eb,médium,Harp,médium,1496,193,1303,1417,1053,364,0.644,0.339,HÉTÉROGÈNE
Contrabass_Tuba,médium,Trumpet_C,médium,215,1152,937,964,1306,342,0.610,0.339,HÉTÉROGÈNE
Guitar,médium,Oboe+sordina,médium,215,1324,1109,1002,1364,362,0.636,0.337,HÉTÉROGÈNE
Oboe,médium,Trombone,médium,1399,602,797,1434,1008,426,0.725,0.334,HÉTÉROGÈNE
Piccolo,médium,Violin_Ensemble+sordina,médium,1431,344,1087,1508,1140,368,0.634,0.333,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violin+sordina,médium,1496,355,1141,1617,1175,442,0.734,0.328,HÉTÉROGÈNE
Trombone,médium,Trumpet_C+sordina_straight,médium,602,1442,840,1008,1428,420,0.694,0.326,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Oboe,médium,473,1399,926,1077,1434,357,0.596,0.324,HÉTÉROGÈNE
Bass_Clarinet_Bb,médium,Trumpet_C+sordina_cup,médium,183,1496,1313,1270,1617,347,0.578,0.323,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Viola_Ensemble+sordina,médium,1496,290,1206,1617,1261,356,0.588,0.321,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Trumpet_C+sordina_straight,médium,915,1442,527,992,1428,436,0.704,0.320,HÉTÉROGÈNE
Marimba,médium,Oboe,médium,322,1399,1077,1025,1434,409,0.663,0.320,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Trumpet_C+sordina_harmon,médium,915,301,614,992,1353,361,0.588,0.319,HÉTÉROGÈNE
Contrebasson,médium,Oboe,médium,226,1399,1173,1078,1434,356,0.580,0.319,HÉTÉROGÈNE
Trombone+sordina_straight,médium,Violin+sordina_piombo,médium,592,75,517,979,1376,397,0.638,0.317,HÉTÉROGÈNE
Bass_Tuba,médium,Flute,médium,204,1496,1292,1001,1412,411,0.659,0.317,HÉTÉROGÈNE
Marimba,médium,Trumpet_C+sordina_straight,médium,322,1442,1120,1025,1428,403,0.644,0.316,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Trumpet_C+sordina_straight,médium,473,1442,969,1077,1428,351,0.566,0.316,HÉTÉROGÈNE
Piccolo,médium,Violoncello,médium,1431,193,1238,1508,1202,306,0.491,0.313,HÉTÉROGÈNE
Bass_Trombone,médium,Piccolo,médium,872,1431,559,1123,1508,385,0.607,0.312,HÉTÉROGÈNE
Piccolo,médium,Violoncello_Ensemble,médium,1431,204,1227,1508,1211,297,0.473,0.311,HÉTÉROGÈNE
Contrebasson,médium,Trumpet_C+sordina_straight,médium,226,1442,1216,1078,1428,350,0.551,0.310,HÉTÉROGÈNE
Piccolo,médium,Viola+sordina,médium,1431,322,1109,1508,1151,357,0.556,0.308,HÉTÉROGÈNE
Piccolo,médium,Violoncello+sordina,médium,1431,193,1238,1508,1226,282,0.435,0.305,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violin,médium,1496,366,1130,1617,1111,506,0.760,0.304,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Trumpet_C+sordina_wah,médium,1496,312,1184,1617,1139,478,0.726,0.304,HÉTÉROGÈNE
Bassoon+sordina,grave,Oboe,médium,484,1399,915,1047,1434,387,0.588,0.303,HÉTÉROGÈNE
Horn,médium,Oboe,médium,322,1399,1077,1006,1434,428,0.649,0.303,HÉTÉROGÈNE
Contrabass_Tuba,médium,Flute,médium,215,1496,1281,964,1412,448,0.678,0.302,HÉTÉROGÈNE
Horn,médium,Trumpet_C+sordina_straight,médium,322,1442,1120,1006,1428,422,0.624,0.296,HÉTÉROGÈNE
Bassoon+sordina,grave,Trumpet_C+sordina_straight,médium,484,1442,958,1047,1428,381,0.557,0.294,HÉTÉROGÈNE
Bass_Tuba,médium,Clarinet_Eb,médium,204,1496,1292,1001,1417,416,0.609,0.294,HÉTÉROGÈNE
Contrabass_Flute,médium,Piccolo,médium,333,1431,1098,1128,1508,380,0.552,0.293,HÉTÉROGÈNE
Bass_Flute,médium,Piccolo,médium,312,1431,1119,1132,1508,376,0.546,0.293,HÉTÉROGÈNE
Oboe,médium,Trombone+sordina_straight,médium,1399,592,807,1434,979,455,0.661,0.291,HÉTÉROGÈNE
Bass_Tuba,médium,Oboe+sordina,médium,204,1324,1120,1001,1364,363,0.523,0.291,HÉTÉROGÈNE
Piccolo,médium,Violoncello_Ensemble+sordina,médium,1431,204,1227,1508,1180,328,0.463,0.288,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violin_Ensemble+sordina,médium,1496,344,1152,1617,1140,477,0.679,0.285,HÉTÉROGÈNE
Harp,médium,Oboe,médium,193,1399,1206,1053,1434,381,0.532,0.284,HÉTÉROGÈNE
Guitar,médium,Oboe,médium,215,1399,1184,1002,1434,432,0.605,0.283,HÉTÉROGÈNE
Trombone+sordina_straight,médium,Trumpet_C+sordina_straight,médium,592,1442,850,979,1428,449,0.629,0.282,HÉTÉROGÈNE
Clarinet_Eb,médium,Contrabass_Tuba,médium,1496,215,1281,1417,964,453,0.629,0.280,HÉTÉROGÈNE
Contrabass_Tuba,médium,Oboe+sordina,médium,215,1324,1109,964,1364,400,0.544,0.278,HÉTÉROGÈNE
Harp,médium,Trumpet_C+sordina_straight,médium,193,1442,1249,1053,1428,375,0.502,0.276,HÉTÉROGÈNE
Guitar,médium,Trumpet_C+sordina_straight,médium,215,1442,1227,1002,1428,426,0.577,0.275,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violoncello,médium,1496,193,1303,1617,1202,415,0.554,0.273,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violoncello_Ensemble,médium,1496,204,1292,1617,1211,406,0.534,0.270,HÉTÉROGÈNE
Contrabass+sordina,médium,Piccolo,médium,161,1431,1270,1205,1508,303,0.378,0.269,HÉTÉROGÈNE
Bass_Trombone,médium,Trumpet_C+sordina_cup,médium,872,1496,624,1123,1617,494,0.661,0.268,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Viola+sordina,médium,1496,322,1174,1617,1151,466,0.617,0.267,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violoncello+sordina,médium,1496,193,1303,1617,1226,391,0.498,0.264,HÉTÉROGÈNE
Contrabass,médium,Piccolo,médium,161,1431,1270,1205,1508,303,0.362,0.263,HÉTÉROGÈNE
Contrabass_Flute,médium,Trumpet_C+sordina_cup,médium,333,1496,1163,1128,1617,489,0.602,0.248,HÉTÉROGÈNE
Bass_Flute,médium,Trumpet_C+sordina_cup,médium,312,1496,1184,1132,1617,485,0.595,0.247,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violoncello_Ensemble+sordina,médium,1496,204,1292,1617,1180,437,0.522,0.247,HÉTÉROGÈNE
Piccolo,médium,Violoncello+sordina_piombo,médium,1431,161,1270,1508,1087,421,0.497,0.246,HÉTÉROGÈNE
Piccolo,médium,Vibraphone,grave,1431,312,1119,1508,1130,378,0.431,0.246,HÉTÉROGÈNE
Contrabass_Ensemble,médium,Piccolo,médium,172,1431,1259,1170,1508,338,0.352,0.238,HÉTÉROGÈNE
Trombone+sordina_cup,médium,Trumpet_C+sordina_cup,médium,915,1496,581,992,1617,625,0.594,0.237,HÉTÉROGÈNE
Trombone,médium,Trumpet_C+sordina_cup,médium,602,1496,894,1008,1617,609,0.593,0.237,HÉTÉROGÈNE
Bassoon,grave,Piccolo,médium,506,1431,925,1127,1508,381,0.413,0.236,HÉTÉROGÈNE
Bass_Tuba,médium,Oboe,médium,204,1399,1195,1001,1434,433,0.489,0.236,HÉTÉROGÈNE
Piccolo,médium,Trombone+sordina_harmon,médium,1431,183,1248,1508,1075,433,0.482,0.233,HÉTÉROGÈNE
Contrabass+sordina,médium,Trumpet_C+sordina_cup,médium,161,1496,1335,1205,1617,412,0.442,0.230,HÉTÉROGÈNE
Bass_Tuba,médium,Trumpet_C+sordina_straight,médium,204,1442,1238,1001,1428,427,0.464,0.229,HÉTÉROGÈNE
Piccolo,médium,Trombone+sordina_wah,médium,1431,592,839,1508,1082,426,0.458,0.227,HÉTÉROGÈNE
Contrabass,médium,Trumpet_C+sordina_cup,médium,161,1496,1335,1205,1617,412,0.427,0.224,HÉTÉROGÈNE
Contrabass_Tuba,médium,Oboe,médium,215,1399,1184,964,1434,470,0.511,0.222,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Violoncello+sordina_piombo,médium,1496,161,1335,1617,1087,530,0.552,0.221,HÉTÉROGÈNE
Trombone+sordina_harmon,médium,Trumpet_C+sordina_cup,médium,183,1496,1313,1075,1617,542,0.551,0.220,HÉTÉROGÈNE
Horn+sordina,médium,Piccolo,médium,312,1431,1119,1161,1508,347,0.317,0.219,HÉTÉROGÈNE
Marimba,médium,Trumpet_C+sordina_cup,médium,322,1496,1174,1025,1617,592,0.545,0.218,HÉTÉROGÈNE
Contrabass_Tuba,médium,Trumpet_C+sordina_straight,médium,215,1442,1227,964,1428,464,0.484,0.215,HÉTÉROGÈNE
Trombone+sordina_wah,médium,Trumpet_C+sordina_cup,médium,592,1496,904,1082,1617,535,0.536,0.214,HÉTÉROGÈNE
Piccolo,médium,Trombone,médium,1431,602,829,1508,1008,500,0.527,0.211,HÉTÉROGÈNE
Piccolo,médium,Trombone+sordina_cup,médium,1431,915,516,1508,992,516,0.526,0.210,HÉTÉROGÈNE
Trumpet_C+sordina_cup,médium,Vibraphone,grave,1496,312,1184,1617,1130,487,0.501,0.208,HÉTÉROGÈNE
Trombone+sordina_straight,médium,Trumpet_C+sordina_cup,médium,592,1496,904,979,1617,638,0.519,0.208,HÉTÉROGÈNE
Horn,médium,Trumpet_C+sordina_cup,médium,322,1496,1174,1006,1617,611,0.516,0.207,HÉTÉROGÈNE
Contrabass_Ensemble,médium,Trumpet_C+sordina_cup,médium,172,1496,1324,1170,1617,447,0.423,0.201,HÉTÉROGÈNE
Bassoon,grave,Trumpet_C+sordina_cup,médium,506,1496,990,1127,1617,490,0.487,0.201,HÉTÉROGÈNE
Marimba,médium,Piccolo,médium,322,1431,1109,1025,1508,483,0.465,0.196,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Piccolo,médium,473,1431,958,1077,1508,431,0.385,0.195,HÉTÉROGÈNE
Contrebasson,médium,Piccolo,médium,226,1431,1205,1078,1508,430,0.380,0.194,HÉTÉROGÈNE
Guitar,médium,Trumpet_C+sordina_cup,médium,215,1496,1281,1002,1617,615,0.478,0.191,HÉTÉROGÈNE
Horn+sordina,médium,Trumpet_C+sordina_cup,médium,312,1496,1184,1161,1617,456,0.406,0.189,HÉTÉROGÈNE
Bass_Tuba+sordina,médium,Trumpet_C+sordina_cup,médium,473,1496,1023,1077,1617,540,0.462,0.185,HÉTÉROGÈNE
Contrebasson,médium,Trumpet_C+sordina_cup,médium,226,1496,1270,1078,1617,539,0.452,0.181,HÉTÉROGÈNE
Bassoon+sordina,grave,Trumpet_C+sordina_cup,médium,484,1496,1012,1047,1617,570,0.451,0.180,HÉTÉROGÈNE
Piccolo,médium,Trombone+sordina_straight,médium,1431,592,839,1508,979,529,0.440,0.176,HÉTÉROGÈNE
Horn,médium,Piccolo,médium,322,1431,1109,1006,1508,502,0.439,0.176,HÉTÉROGÈNE
Bassoon+sordina,grave,Piccolo,médium,484,1431,947,1047,1508,461,0.372,0.172,HÉTÉROGÈNE
Guitar,médium,Piccolo,médium,215,1431,1216,1002,1508,506,0.405,0.162,HÉTÉROGÈNE
Harp,médium,Trumpet_C+sordina_cup,médium,193,1496,1303,1053,1617,564,0.399,0.160,HÉTÉROGÈNE
Harp,médium,Piccolo,médium,193,1431,1238,1053,1508,455,0.317,0.154,HÉTÉROGÈNE
Contrabass_Tuba,médium,Trumpet_C+sordina_cup,médium,215,1496,1281,964,1617,653,0.380,0.152,HÉTÉROGÈNE
Bass_Tuba,médium,Trumpet_C+sordina_cup,médium,204,1496,1292,1001,1617,616,0.357,0.143,HÉTÉROGÈNE
Contrabass_Tuba,médium,Piccolo,médium,215,1431,1216,964,1508,544,0.299,0.120,HÉTÉROGÈNE
Bass_Tuba,médium,Piccolo,médium,204,1431,1227,1001,1508,507,0.272,0.109,HÉTÉROGÈNE
